iata,long,lat
POM,147.220001220703,-9.44338035583496
YCY,-68.5167007446,70.4860992432
YEG,-113.580001831,53.3097000122
YFB,-68.5558013916,63.756401062
YHZ,-63.5085983276,44.8807983398
YOW,-75.6691970825195,45.3224983215332
YQM,-64.678596496582,46.1122016906738
YQZ,-122.51000213623,53.0261001586914
YRT,-92.1157989502,62.8114013672
YUL,-73.7407989502,45.4706001282
YVP,-68.4269027709961,58.0960998535156
YWG,-97.2398986816,49.9099998473999
YWK,-66.8644027709961,52.9219017028808
YWL,-122.054000854,52.1831016541
YXH,-110.721000671386,50.0189018249511
YXJ,-120.739997863769,56.2380981445312
YXU,-81.1539,43.035599
YYC,-114.019996643,51.113899231
YYJ,-123.426002502,48.646900177
YYR,-60.4258003235,53.3191986084
YYZ,-79.6305999755999,43.6772003174
YZF,-114.440002441406,62.4627990722656
ALG,3.21540999412536,36.6910018920898
TGR,6.0886697769165,33.0677986145019
COO,2.38435006141662,6.3572301864624
ACC,-0.16678600013256,5.60518980026245
ABJ,-3.9262900352478,5.26139020919799
ABV,7.26316976547241,9.00679016113281
BNI,5.59950017929077,6.31697988510131
CBQ,8.34720039367675,4.97601985931396
LOS,3.3211600780487,6.57737016677856
NIM,2.18360996246337,13.481499671936
TUN,10.2271995544433,36.8510017395019
DJE,10.7755002975463,33.875
BRU,4.48443984985,50.9014015198
CRL,4.45382022858,50.4592018126999
LGG,5.4432201385498,50.6374015808105
SXF,13.522500038147,52.380001068115
DRS,13.7672004699707,51.1328010559082
ERF,10.9581003189086,50.9798011779785
FRA,8.5705556,50.0333333
HAM,9.9882297515869,53.630401611328
CGN,7.1427397728,50.8658981323
DUS,6.76677989959716,51.2895011901855
MUC,11.786100387573,48.353801727295
NUE,11.0780556,49.498699
LEJ,12.2363889,51.4238889
SCN,7.10950994492,49.2145996094
STR,9.22196006775,48.6898994445999
TXL,13.2876996994,52.5597000122
HAJ,9.68507957458,52.461101532
BRE,8.78666973114,53.0475006104
AGB,10.931667,48.425278
FDH,9.51148986816,47.6712989806999
HEL,24.963300704956,60.317199707031
LPP,28.144743,61.044601
BFS,-6.21582984923999,54.6575012207
BHX,-1.74802994728,52.4538993834999
MAN,-2.27495002746582,53.3536987304687
CWL,-3.34332990646362,51.3967018127441
BRS,-2.71909,51.382702
LPL,-2.8497200012207,53.3335990905761
LTN,-0.368333011865615,51.874698638916
BOH,-1.84249997138977,50.7799987792968
GCI,-2.60196995735168,49.435001373291
JER,-2.19550991058349,49.2079010009765
LGW,-0.190277993679046,51.1481018066406
LHR,-0.461941,51.4706
HUY,-0.350832998752594,53.5744018554687
LBA,-1.66057002544403,53.8658981323242
IOM,-4.6238899230957,54.0833015441894
NCL,-1.6916699409484801,55.037498474121
EMA,-1.32806003094,52.8311004639
ABZ,-2.19777989387512,57.2019004821777
EDI,-3.37249994277954,55.9500007629394
PIK,-4.586669921875,55.5093994140625
STN,0.234999999404,51.8849983215
EXT,-3.41388988494873,50.7344017028808
AMS,4.76388978957999,52.3086013794
EIN,5.37452983856,51.4500999451
RTM,4.43722,51.956902
DUB,-6.27007007598876,53.4212989807128
NOC,-8.81849002838134,53.910301208496
CPH,12.656000137329,55.617900848389
AAL,9.84924316406,57.0927589138
LUX,6.2044444,49.6233333
AES,6.11969995498657,62.5625
BGO,5.218140125,60.29339981
KRS,8.08537006378173,58.2042007446289
OSL,11.100399971008,60.193901062012
RYG,10.785439,59.378817
TRF,10.258600235,59.1866989136
SVG,5.6377801895,58.876701354
GDN,18.4661998748779,54.3776016235351
KRK,19.7847995758056,50.0777015686035
KTW,19.08,50.4743
WAW,20.9671001433999,52.1656990051
WRO,16.885799408,51.1026992798
GOT,12.279800415039,57.662799835205
GSE,11.8704004287719,57.7747001647949
UME,20.282800674438,63.791801452637
ARN,17.918600082397,59.651901245117
BMA,17.9416999816894,59.3544006347656
CPT,18.6016998291,-33.9648017883
JNB,28.246,-26.1392
HLA,27.9260997772,-25.9384994506999
PLZ,25.6173000336,-33.9849014282
BZV,15.2530002593994,-4.25169992446899
MRU,57.6836013793945,-20.4302005767822
DLA,9.71947956084999,4.0060801506
LVI,25.8227005004882,-17.8218002319335
LUN,28.4526004791,-15.3308000565
DZA,45.2811012268066,-12.8046998977661
TNR,47.4788017273,-18.7968997955
MJN,46.3512325286999,-15.6668417421
LAD,13.2312002181999,-8.85836982727
SDD,13.5749998092651,-14.9246997833251
TET,33.6402015686035,-16.1047992706298
NDJ,15.0340003967285,12.1337003707885
HRE,31.0928001403808,-17.9318008422851
BKO,-7.94994020462036,12.5334997177124
FUE,-13.8638000488281,28.4526996612548
LPA,-15.3865995407104,27.931900024414
TFS,-16.5725002289,28.044500351
FNA,-13.1955003738403,8.61643981933593
RBA,-6.75152015686035,34.0514984130859
CMN,-7.58997011184692,33.3675003051757
RAK,-8.03629970551,31.6068992614999
DKR,-17.4902000427246,14.7397003173828
CAI,31.4055995941162,30.1219005584716
KGL,30.1394996643,-1.96862995624999
KRT,32.5531997680664,15.589500427246
DAR,39.2025985717999,-6.87810993195
MYW,40.1818008422851,-10.3390998840332
ZNZ,39.224899292,-6.22202014922999
EBB,32.4435005187988,0.0423859991133213
BOJ,27.5151996612548,42.5695991516113
SOF,23.4114360809326,42.6966934204101
LCA,33.624900817871,34.8750991821289
DBV,18.2681999206542,42.5614013671875
RJK,14.5703001022338,45.2168998718261
SPU,16.2980003356933,43.5388984680175
ZAG,16.0687999725,45.7429008484
ZAD,15.3466997146606,44.108299255371
ALC,-0.558156013488769,38.2821998596191
OVD,-6.03461980819702,43.5635986328125
BIO,-2.91060996055603,43.3011016845703
BCN,2.0784599781036,41.297100067139
GRO,2.7605500221,41.901000977
IBZ,1.37311995028999,38.8728981018
MJV,-0.812389016151428,37.7750015258789
MAD,-3.56264,40.471926
AGP,-4.49911022186279,36.6749000549316
MAH,4.21864986419677,39.8625984191894
ZAZ,-1.04155004024505,41.6661987304687
SVQ,-5.89310979843139,37.4179992675781
BOD,-0.715556025505,44.8283004761
LIG,1.17944002151489,45.8628005981445
TLS,1.36382,43.629101
BIA,9.48373031616211,42.5527000427246
CLY,8.7930556,42.5244444
AJA,8.8029203414917,41.923599243164
LYS,5.0811111,45.7255556
MRS,5.22142410278,43.439271922
NCE,7.21586990356,43.6584014893
PGF,2.87067008018493,42.7403984069824
BZR,3.35389995574951,43.323501586914
CDG,2.54999995232,49.0127983093
ORY,2.3794444,48.7233333
LIL,3.086886,50.563332
RNS,-1.73478996754,48.0694999694999
BSL,7.5291667,47.59
KGS,27.0916996002197,36.7933006286621
JMK,25.3481006622314,37.4351005554199
RHO,28.0862007141113,36.4053993225097
CHQ,24.1497001647949,35.5317001342773
SKG,22.9708995819091,40.5196990966796
BUD,19.2555999755999,47.4369010924999
BRI,16.760599,41.138901
CTA,15.0664,37.466801
TPS,12.488,37.9114
AHO,8.29077,40.632099
OLB,9.51763,40.898701
MXP,8.72811,45.6306
BGY,9.70417,45.673901
LIN,9.27674,45.445099
PMF,10.2964,44.824501
BZO,11.3264,46.460201
BLQ,11.2887,44.5354
VCE,12.3519,45.505299
FCO,12.2388889,41.8002778
NAP,14.2908,40.886002
PSA,10.3927,43.683899
FLR,11.2051,43.810001
LJU,14.4576,46.223701
PRG,14.26,50.1008
TLV,34.8866996765136,32.0113983154296
ETH,34.9600982666015,29.5613002777099
SDV,34.7821998596191,32.1147003173828
MLA,14.4775,35.857498
GRZ,15.4395999908447,46.9911003112793
SZG,13.0043001175,47.7933006286999
VIE,16.569700241089,48.110298156738
FAO,-7.96590995789,37.0144004822
HOR,-28.7159004211425,38.5199012756347
PDL,-25.6979007721,37.7411994934
OPO,-8.68138980865,41.2481002808
LIS,-9.13591957092,38.7812995911
OTP,26.085,44.5711111
SUJ,22.88570022583,47.7033004760742
TSR,21.3379001617431,45.8098983764648
GVA,6.10895013809204,46.2380981445312
ZRH,8.5491695404053,47.464698791504
ESB,32.995098114,40.1281013488999
ADA,35.2803993224999,36.9822006226
AYT,30.800501,36.898701
ASR,35.4953994751,38.770401001
IST,28.8145999907999,40.9768981934
ADB,27.156999588,38.2924003601
DLM,28.7924995422,36.7131004333
DIY,40.2010002136,37.893901825
TZX,39.7896995544433,40.9950981140136
KIV,28.9309997558593,46.9277000427246
BEG,20.3090991974,44.8184013367
PRN,21.035801,42.5728
BTS,17.2126998901367,48.1702003479003
KSC,21.2411003112792,48.663101196289
LRM,-68.9117965698242,18.4507007598876
PUJ,-68.3634033203,18.5673999785999
POP,-70.5699996948242,19.7579002380371
STI,-70.6046981811523,19.406099319458
GUA,-90.5274963378906,14.5832996368408
KIN,-76.7874984741211,17.9356994628906
MBJ,-77.9133987426757,18.5037002563476
CEN,-109.833000183105,27.3925991058349
CZM,-86.9255981445312,20.5223999023437
DGO,-104.527999878,24.1242008209
GDL,-103.310997009277,20.5217990875244
MID,-89.657699585,20.9370002746999
MEX,-99.072098,19.4363
MTY,-100.107002258,25.7784996033
PVR,-105.253997802734,20.6800994873046
TIJ,-116.970001220703,32.5410995483398
TLC,-99.5660018921,19.3370990753
CUN,-86.8770980835,21.0365009308
VSA,-92.817398071289,17.9969997406005
VER,-96.1873016357,19.1459007263
ZCL,-102.68699646,22.8971004486
BOC,-82.2508010864257,9.3408498764038
PAC,-79.5556030273437,8.97334003448486
PTY,-79.3834991455,9.0713596344
SJO,-84.2088012695312,9.99386024475097
SAL,-89.055702,13.4409
PAP,-72.2925033569336,18.579999923706
CCC,-78.3283996582,22.4610004424999
VRA,-81.435302734375,23.0344009399414
GCM,-81.3576965332,19.2928009032999
ELH,-76.6835021973,25.474899292
GHB,-76.3310012817,25.2847003937
RSD,-76.1768817902,24.8950787333
NAS,-77.4662017821999,25.0389995575
BZE,-88.3081970214843,17.5391006469726
RAR,-159.805999756,-21.2026996613
NAN,177.442993164062,-17.7553997039794
