iata,long,lat
GKA,145.391998291,-6.08168983459
MAG,145.789001465,-5.20707988739
HGU,144.296005249023,-5.82678985595703
LAE,146.725977,-6.569803
POM,147.220001220703,-9.44338035583496
WWK,143.669006348,-3.58383011818
UAK,-45.4259986877,61.1604995728
GOH,-51.6781005859,64.19090271
SFJ,-50.7116031647,67.0122218992
THU,-68.7032012939,76.5311965942
IFJ,-23.1352996826171,66.0580978393554
KEF,-22.605600357056,63.985000610352
RKV,-21.9405994415,64.1299972534
YAM,-84.5093994140625,46.4850006103515
YAY,-56.0830993652,51.3918991089
YBC,-68.2043991088867,49.1324996948242
YBG,-70.9963989257812,48.3306007385253
YBK,-96.077796936,64.2988967896
YBL,-125.271003723144,49.9508018493652
YCB,-105.138000488,69.1081008911
YCD,-123.869862556,49.0549702248999
YCG,-117.632003784,49.2963981628
YCL,-66.330299,47.990799
YCO,-115.143997192,67.8167037963999
YCY,-68.5167007446,70.4860992432
YZS,-83.3593978882,64.1932983398
YDF,-57.3913993835449,49.2108001708984
YDQ,-120.182998657226,55.7422981262207
YEG,-113.580001831,53.3097000122
YEK,-94.0708007811999,61.0942001343
YEV,-133.483001709,68.3041992188
YFB,-68.5558013916,63.756401062
YFC,-66.5372009277343,45.8689002990722
YFO,-101.681999206542,54.6781005859375
YFS,-121.236999511718,61.7602005004882
YGK,-76.5969009399414,44.225299835205
YGL,-77.7042007446289,53.6253013610839
YGP,-64.4785995483,48.7752990723
YGR,-61.7780990600585,47.4247016906738
YHD,-92.7442016601562,49.8316993713378
YHI,-117.805999755859,70.7628021240234
YHK,-95.8497009277,68.635597229
YHM,-79.9349975585999,43.1735992431999
YHU,-73.4169006348,45.5175018311
YHY,-115.782997131,60.8396987915
YHZ,-63.5085983276,44.8807983398
YIO,-77.9666976929,72.6832962036
YJT,-58.5499992370605,48.5442008972168
YKA,-120.444000244,50.7022018433
YKF,-80.3786010742,43.4608001708999
YKL,-66.8052978515625,54.8053016662597
YLW,-119.377998352,49.9561004639
YMM,-111.222000122,56.653301239
YMO,-80.6078033447265,51.2910995483398
YNA,-61.7891998291015,50.1899986267089
YOJ,-117.165000915527,58.6213989257812
YOW,-75.6691970825195,45.3224983215332
YPN,-64.2885971069336,49.8363990783691
YPR,-130.445007324,54.2860984801999
YPY,-111.116996765136,58.7672004699707
YQB,-71.393303,46.7911
YQF,-113.893997192382,52.182201385498
YQG,-82.9555969238281,42.2756004333496
YQK,-94.3630981445312,49.7882995605468
YQM,-64.678596496582,46.1122016906738
YQR,-104.66600036621,50.431900024414
YQT,-89.3238983154296,48.371898651123
YQU,-118.885002136,55.1796989441
YQY,-60.0477981567,46.1613998412999
YQZ,-122.51000213623,53.0261001586914
YRB,-94.9693984985,74.7169036865
YRT,-92.1157989502,62.8114013672
YSB,-80.7988967895507,46.625
YSM,-111.961997985839,60.0203018188476
YSY,-125.242996216,71.9938964844
YTE,-76.5267028809,64.2300033569
YTH,-97.8641967773437,55.8011016845703
YTS,-81.376701355,48.5696983336999
YTZ,-79.396202,43.627499
YUL,-73.7407989502,45.4706001282
YUT,-86.2247009277,66.5214004517
YUX,-81.2425,68.7761001586999
YUY,-78.8356018066406,48.2061004638671
YVM,-64.0314025878999,67.5457992554
YVO,-77.7827987671,48.0532989502
YVP,-68.4269027709961,58.0960998535156
YVQ,-126.797996520996,65.2816009521484
YVR,-123.183998108,49.193901062
YWG,-97.2398986816,49.9099998473999
YWK,-66.8644027709961,52.9219017028808
YWL,-122.054000854,52.1831016541
YXC,-115.78199768066,49.610801696777
YXE,-106.699996948242,52.170799255371
YXJ,-120.739997863769,56.2380981445312
YXL,-91.9052963256836,50.113899230957
YXP,-65.7136001586999,66.1449966431
YXS,-122.679000854,53.8894004822
YXT,-128.576009,54.468498
YXX,-122.361000061035,49.0252990722656
YXY,-135.067001343,60.7095985413
YYB,-79.4227981567382,46.3636016845703
YYC,-114.019996643,51.113899231
YYD,-127.182998657226,54.8246994018554
YYE,-122.597000122,58.8363990784
YYG,-63.1211013793945,46.2900009155273
YYH,-93.5766983032,69.5466995239
YYJ,-123.426002502,48.646900177
YYQ,-94.0650024414062,58.739200592041
YYR,-60.4258003235,53.3191986084
YYT,-52.7518997192,47.618598938
YYU,-82.4674987792968,49.4138984680175
YYY,-68.2080993652343,48.608600616455
YYZ,-79.6305999755999,43.6772003174
YZF,-114.440002441406,62.4627990722656
YZV,-66.2656021118164,50.2233009338378
ZFM,-134.86099243164,67.4075012207031
BJA,5.06992006302,36.7120018005
ALG,3.21540999412536,36.6910018920898
AAE,7.8091697692871,36.8222007751464
CZL,6.62038993835449,36.2760009765625
HRM,3.31153988838195,32.9304008483886
TID,1.46315002441,35.3410987854
TLM,-1.45000004768,35.0167007446
ORN,-0.621182978152999,35.6239013672
AZR,-0.186414003372192,27.8376007080078
ELG,2.85959005355834,30.5713005065917
GHA,3.79411005973815,32.3841018676757
HME,6.14043998718,31.6730003356999
INZ,2.51202011108,27.2509994506999
OGX,5.41277980804443,31.9172000885009
COO,2.38435006141662,6.3572301864624
OUA,-1.51242005825042,12.3531999588012
ACC,-0.16678600013256,5.60518980026245
ABJ,-3.9262900352478,5.26139020919799
ABV,7.26316976547241,9.00679016113281
CBQ,8.34720039367675,4.97601985931396
JOS,8.86905002593994,9.63982963562011
KAN,8.52462005615234,12.0475997924804
LOS,3.3211600780487,6.57737016677856
PHC,6.94959020614624,5.01549005508422
SKO,5.20719003677368,12.9162998199462
NIM,2.18360996246337,13.481499671936
MIR,10.7546997070312,35.7580986022949
TUN,10.2271995544433,36.8510017395019
GAE,10.1033000946044,33.8768997192382
DJE,10.7755002975463,33.875
SFA,10.6909999847412,34.7179985046386
TOE,8.11056041717529,33.9397010803222
LFW,1.25451004505157,6.16560983657836
BRU,4.48443984985,50.9014015198
CRL,4.45382022858,50.4592018126999
LGG,5.4432201385498,50.6374015808105
SXF,13.522500038147,52.380001068115
DRS,13.7672004699707,51.1328010559082
ERF,10.9581003189086,50.9798011779785
FRA,8.5705556,50.0333333
FMO,7.68483018875,52.134601593
HAM,9.9882297515869,53.630401611328
CGN,7.1427397728,50.8658981323
DUS,6.76677989959716,51.2895011901855
MUC,11.786100387573,48.353801727295
NUE,11.0780556,49.498699
LEJ,12.2363889,51.4238889
SCN,7.10950994492,49.2145996094
STR,9.22196006775,48.6898994445999
TXL,13.2876996994,52.5597000122
HAJ,9.68507957458,52.461101532
BRE,8.78666973114,53.0475006104
HHN,7.26388978957999,49.9486999512
LBC,10.7192001343,53.8054008484
PAD,8.61631965636999,51.6141014098999
DTM,7.61223983765,51.5182991027999
FDH,9.51148986816,47.6712989806999
ZQW,7.40055990219116,49.2094001770019
GWT,8.34047031403,54.9132003784
TLL,24.8327999114999,59.4132995604999
TAY,26.6903991699,58.3074989319
HEL,24.963300704956,60.317199707031
JYV,25.678300857544,62.399501800537
KOK,23.143100738525,63.721199035645
MHQ,19.898199081421,60.122200012207
OUL,25.354600906372,64.930099487305
POR,21.799999237061,61.461700439453
RVN,25.830400466919,66.564796447754
SVL,28.945100784302,61.943099975586
TMP,23.604400634766,61.414100646973
TKU,22.262800216675,60.514099121094
VAA,21.762199401855,63.050701141357
BFS,-6.21582984923999,54.6575012207
BHD,-5.87249994277954,54.6180992126464
LDY,-7.1611099243164,55.0428009033203
BHX,-1.74802994728,52.4538993834999
GLO,-2.16722011566162,51.8941993713378
MAN,-2.27495002746582,53.3536987304687
NQY,-4.99540996551513,50.4406013488769
CWL,-3.34332990646362,51.3967018127441
BRS,-2.71909,51.382702
LPL,-2.8497200012207,53.3335990905761
LTN,-0.368333011865615,51.874698638916
BOH,-1.84249997138977,50.7799987792968
SOU,-1.35679996013641,50.9502983093261
ACI,-2.21472001075744,49.7061004638671
GCI,-2.60196995735168,49.435001373291
JER,-2.19550991058349,49.2079010009765
LGW,-0.190277993679046,51.1481018066406
LCY,0.055278,51.505299
LHR,-0.461941,51.4706
SEN,0.695555984973907,51.5713996887207
BLK,-3.0286099910736,53.7717018127441
HUY,-0.350832998752594,53.5744018554687
LBA,-1.66057002544403,53.8658981323242
CEG,-2.97778010368347,53.1781005859375
IOM,-4.6238899230957,54.0833015441894
NCL,-1.6916699409484801,55.037498474121
MME,-1.42940998077392,54.5092010498046
EMA,-1.32806003094,52.8311004639
KOI,-2.90499997138977,58.9578018188476
LSI,-1.29556000232696,59.8788986206054
WIC,-3.09306001663208,58.4589004516601
ABZ,-2.19777989387512,57.2019004821777
INV,-4.0475001335144,57.5424995422363
GLA,-4.43306016922,55.8718986511
EDI,-3.37249994277954,55.9500007629394
PIK,-4.586669921875,55.5093994140625
BEB,-7.36278009414672,57.4810981750488
SYY,-6.33111000061035,58.2155990600585
NWI,1.28278005123,52.6758003235
STN,0.234999999404,51.8849983215
EXT,-3.41388988494873,50.7344017028808
AMS,4.76388978957999,52.3086013794
MST,5.77014017105,50.9117012024
EIN,5.37452983856,51.4500999451
GRQ,6.57944011688,53.1197013855
RTM,4.43722,51.956902
ORK,-8.49110984802246,51.8413009643554
DUB,-6.27007007598876,53.4212989807128
NOC,-8.81849002838134,53.910301208496
KIR,-9.52377986907959,52.1809005737304
SNN,-8.9248199462891,52.701999664307
AAR,10.6190004348999,56.2999992371
BLL,9.15178012848,55.7402992249
CPH,12.656000137329,55.617900848389
SGD,9.79172992706298,54.9644012451171
FAE,-7.27721977233886,62.0635986328125
AAL,9.84924316406,57.0927589138
LUX,6.2044444,49.6233333
AES,6.11969995498657,62.5625
ANX,16.144199371338,69.292503356934
ALF,23.371700286865,69.976097106934
BNN,12.217499732971,65.461097717285
BOO,14.3653001785278,67.2692031860351
BGO,5.218140125,60.29339981
BJF,29.691400527954,70.60050201416
KRS,8.08537006378173,58.2042007446289
BDU,18.540399551392,69.055801391602
EVE,16.678100585938,68.491302490234
OSL,11.100399971008,60.193901062012
HAU,5.2083601951599,59.34529876709
HAA,22.139699935913,70.486701965332
KKN,29.891300201416,69.725799560547
MOL,7.2624998092651,62.744701385498
MJF,13.214900016785,65.783996582031
LKL,24.973499298096,70.068801879883
OLA,9.60400009155273,63.6988983154296
RYG,10.785439,59.378817
LYR,15.465600013733,78.246101379395
SRP,5.3408498764038,59.7919006347656
SSJ,12.468899726868,65.956802368164
TOS,18.9188995361328,69.6832962036132
TRF,10.258600235,59.1866989136
TRD,10.9239998,63.4578018
SVG,5.6377801895,58.876701354
GDN,18.4661998748779,54.3776016235351
KRK,19.7847995758056,50.0777015686035
KTW,19.08,50.4743
POZ,16.8262996674,52.4210014342999
RZE,22.0189990997,50.1100006104
SZZ,14.9021997451999,53.5847015381
WAW,20.9671001433999,52.1656990051
WRO,16.885799408,51.1026992798
RNB,15.265000343323,56.266700744629
GOT,12.279800415039,57.662799835205
JKG,14.0686998367309,57.7575988769531
GSE,11.8704004287719,57.7747001647949
NYO,16.9122009277343,58.7886009216308
KID,14.0854997634887,55.9216995239257
MMX,13.3761978149,55.536305364
HAD,12.8201999664306,56.6911010742187
VXO,14.7279996871948,56.929100036621
GEV,20.8145999908447,67.1324005126953
KRF,17.7688999176025,63.048599243164
LYC,18.7161998748779,64.5483016967773
SDL,17.443899154663,62.5280990600585
